t,S_wR_kgR,S_wR_kgL,S_wR_ka,S_wR_Kf,S_wR_Kq,S_wL_kgR,S_wL_kgL,S_wL_ka,S_wL_Kf,S_wL_Kq
51.620000000000005,0.06160642533554677,0.0,-2.4096385403949356,-1.8072289033526698,-3.2128513836672643,0.0,-0.06160642533554677,2.4096385403949356,1.8072289033526698,3.2128513836672643
51.625,0.061606425335546666,0.0,-2.4096385403950036,-1.807228903352667,-3.212851383667448,0.0,-0.061606425335546666,2.4096385403950036,1.807228903352667,3.212851383667448
51.63,0.06160642533554656,0.0,-2.4096385403950715,-1.807228903352664,-3.212851383667631,0.0,-0.06160642533554656,2.4096385403950715,1.807228903352664,3.212851383667631
51.635,0.06160642533554646,0.0,-2.4096385403951395,-1.8072289033526612,-3.2128513836678136,0.0,-0.06160642533554646,2.4096385403951395,1.8072289033526612,3.2128513836678136
51.64,0.061606425335546354,0.0,-2.409638540395207,-1.8072289033526583,-3.2128513836679957,0.0,-0.061606425335546354,2.409638540395207,1.8072289033526583,3.2128513836679957
51.645,0.06160642533554625,0.0,-2.4096385403952745,-1.8072289033526554,-3.2128513836681774,0.0,-0.06160642533554625,2.4096385403952745,1.8072289033526554,3.2128513836681774
51.65,0.061606425335546146,0.0,-2.4096385403953415,-1.8072289033526525,-3.2128513836683585,0.0,-0.061606425335546146,2.4096385403953415,1.8072289033526525,3.2128513836683585
51.655,0.06160642533554604,0.0,-2.4096385403954086,-1.8072289033526496,-3.2128513836685393,0.0,-0.06160642533554604,2.4096385403954086,1.8072289033526496,3.2128513836685393
51.66,0.06160642533554594,0.0,-2.4096385403954756,-1.8072289033526467,-3.2128513836687196,0.0,-0.06160642533554594,2.4096385403954756,1.8072289033526467,3.2128513836687196
51.665,0.061606425335545834,0.0,-2.4096385403955423,-1.8072289033526439,-3.2128513836688994,0.0,-0.061606425335545834,2.4096385403955423,1.8072289033526439,3.2128513836688994
51.67,0.06160642533554573,0.0,-2.409638540395609,-1.807228903352641,-3.212851383669079,0.0,-0.06160642533554573,2.409638540395609,1.807228903352641,3.212851383669079
51.675,0.061606425335545625,0.0,-2.409638540395675,-1.807228903352638,-3.212851383669258,0.0,-0.061606425335545625,2.409638540395675,1.807228903352638,3.212851383669258
51.68,0.06160642533554552,0.0,-2.409638540395741,-1.8072289033526352,-3.2128513836694363,0.0,-0.06160642533554552,2.409638540395741,1.8072289033526352,3.2128513836694363
51.685,0.06160642533554542,0.0,-2.4096385403958074,-1.8072289033526323,-3.2128513836696144,0.0,-0.06160642533554542,2.4096385403958074,1.8072289033526323,3.2128513836696144
51.69,0.06160642533554531,0.0,-2.409638540395873,-1.8072289033526294,-3.2128513836697916,0.0,-0.06160642533554531,2.409638540395873,1.8072289033526294,3.2128513836697916
51.695,0.06160642533554521,0.0,-2.409638540395939,-1.8072289033526265,-3.2128513836699684,0.0,-0.06160642533554521,2.409638540395939,1.8072289033526265,3.2128513836699684
51.7,0.061606425335545105,0.0,-2.409638540396004,-1.8072289033526237,-3.2128513836701447,0.0,-0.061606425335545105,2.409638540396004,1.8072289033526237,3.2128513836701447
51.705,0.061606425335545,0.0,-2.4096385403960694,-1.8072289033526208,-3.2128513836703205,0.0,-0.061606425335545,2.4096385403960694,1.8072289033526208,3.2128513836703205
51.71,0.0616064253355449,0.0,-2.4096385403961347,-1.8072289033526179,-3.212851383670496,0.0,-0.0616064253355449,2.4096385403961347,1.8072289033526179,3.212851383670496
51.715,0.06160642533554479,0.0,-2.4096385403961995,-1.807228903352615,-3.212851383670671,0.0,-0.06160642533554479,2.4096385403961995,1.807228903352615,3.212851383670671
51.72,0.06160642533554469,0.0,-2.4096385403962644,-1.807228903352612,-3.2128513836708454,0.0,-0.06160642533554469,2.4096385403962644,1.807228903352612,3.2128513836708454
51.725,0.061606425335544585,0.0,-2.4096385403963287,-1.8072289033526092,-3.2128513836710195,0.0,-0.061606425335544585,2.4096385403963287,1.8072289033526092,3.2128513836710195
51.73,0.06160642533554449,0.0,-2.409638540396393,-1.8072289033526063,-3.212851383671193,0.0,-0.06160642533554449,2.409638540396393,1.8072289033526063,3.212851383671193
51.735,0.06160642533554439,0.0,-2.4096385403964575,-1.8072289033526034,-3.2128513836713664,0.0,-0.06160642533554439,2.4096385403964575,1.8072289033526034,3.2128513836713664
51.74,0.06160642533554429,0.0,-2.4096385403965215,-1.8072289033526006,-3.212851383671539,0.0,-0.06160642533554429,2.4096385403965215,1.8072289033526006,3.212851383671539
51.745000000000005,0.061606425335544196,0.0,-2.4096385403965854,-1.8072289033525977,-3.2128513836717114,0.0,-0.061606425335544196,2.4096385403965854,1.8072289033525977,3.2128513836717114
51.75,0.0616064253355441,0.0,-2.409638540396649,-1.8072289033525948,-3.2128513836718833,0.0,-0.0616064253355441,2.409638540396649,1.8072289033525948,3.2128513836718833
51.755,0.061606425335544,0.0,-2.4096385403967124,-1.807228903352592,-3.2128513836720547,0.0,-0.061606425335544,2.4096385403967124,1.807228903352592,3.2128513836720547
51.76,0.061606425335543905,0.0,-2.409638540396776,-1.807228903352589,-3.2128513836722257,0.0,-0.061606425335543905,2.409638540396776,1.807228903352589,3.2128513836722257
51.765,0.06160642533554381,0.0,-2.409638540396839,-1.8072289033525863,-3.212851383672396,0.0,-0.06160642533554381,2.409638540396839,1.8072289033525863,3.212851383672396
51.77,0.06160642533554371,0.0,-2.409638540396902,-1.8072289033525837,-3.2128513836725663,0.0,-0.06160642533554371,2.409638540396902,1.8072289033525837,3.2128513836725663
51.775,0.06160642533554361,0.0,-2.409638540396965,-1.807228903352581,-3.212851383672736,0.0,-0.06160642533554361,2.409638540396965,1.807228903352581,3.212851383672736
51.78,0.061606425335543516,0.0,-2.4096385403970277,-1.8072289033525784,-3.212851383672905,0.0,-0.061606425335543516,2.4096385403970277,1.8072289033525784,3.212851383672905
51.785,0.06160642533554342,0.0,-2.4096385403970904,-1.8072289033525757,-3.212851383673074,0.0,-0.06160642533554342,2.4096385403970904,1.8072289033525757,3.212851383673074
51.79,0.06160642533554332,0.0,-2.4096385403971525,-1.807228903352573,-3.212851383673242,0.0,-0.06160642533554332,2.4096385403971525,1.807228903352573,3.212851383673242
51.795,0.061606425335543225,0.0,-2.4096385403972147,-1.8072289033525704,-3.21285138367341,0.0,-0.061606425335543225,2.4096385403972147,1.8072289033525704,3.21285138367341
51.8,0.06160642533554313,0.0,-2.409638540397277,-1.8072289033525677,-3.2128513836735775,0.0,-0.06160642533554313,2.409638540397277,1.8072289033525677,3.2128513836735775
51.805,0.06160642533554303,0.0,-2.4096385403973386,-1.807228903352565,-3.2128513836737445,0.0,-0.06160642533554303,2.4096385403973386,1.807228903352565,3.2128513836737445
51.81,0.06160642533554293,0.0,-2.4096385403974003,-1.8072289033525624,-3.212851383673911,0.0,-0.06160642533554293,2.4096385403974003,1.8072289033525624,3.212851383673911
51.815,0.061606425335542836,0.0,-2.409638540397462,-1.8072289033525597,-3.212851383674077,0.0,-0.061606425335542836,2.409638540397462,1.8072289033525597,3.212851383674077
51.82,0.06160642533554274,0.0,-2.4096385403975233,-1.807228903352557,-3.2128513836742427,0.0,-0.06160642533554274,2.4096385403975233,1.807228903352557,3.2128513836742427
51.825,0.06160642533554264,0.0,-2.4096385403975846,-1.8072289033525544,-3.212851383674408,0.0,-0.06160642533554264,2.4096385403975846,1.8072289033525544,3.212851383674408
51.83,0.061606425335542545,0.0,-2.4096385403976455,-1.8072289033525517,-3.2128513836745727,0.0,-0.061606425335542545,2.4096385403976455,1.8072289033525517,3.2128513836745727
51.835,0.06160642533554245,0.0,-2.4096385403977063,-1.807228903352549,-3.212851383674737,0.0,-0.06160642533554245,2.4096385403977063,1.807228903352549,3.212851383674737
51.84,0.06160642533554235,0.0,-2.409638540397767,-1.8072289033525464,-3.212851383674901,0.0,-0.06160642533554235,2.409638540397767,1.8072289033525464,3.212851383674901
51.845,0.06160642533554225,0.0,-2.4096385403978275,-1.8072289033525437,-3.2128513836750643,0.0,-0.06160642533554225,2.4096385403978275,1.8072289033525437,3.2128513836750643
51.85,0.061606425335542156,0.0,-2.409638540397888,-1.807228903352541,-3.2128513836752273,0.0,-0.061606425335542156,2.409638540397888,1.807228903352541,3.2128513836752273
51.855,0.06160642533554206,0.0,-2.4096385403979483,-1.8072289033525384,-3.21285138367539,0.0,-0.06160642533554206,2.4096385403979483,1.8072289033525384,3.21285138367539
51.86,0.06160642533554196,0.0,-2.4096385403980083,-1.8072289033525357,-3.212851383675552,0.0,-0.06160642533554196,2.4096385403980083,1.8072289033525357,3.212851383675552
51.865,0.06160642533554187,0.0,-2.4096385403980682,-1.807228903352533,-3.2128513836757135,0.0,-0.06160642533554187,2.4096385403980682,1.807228903352533,3.2128513836757135
51.870000000000005,0.06160642533554178,0.0,-2.409638540398128,-1.8072289033525304,-3.2128513836758748,0.0,-0.06160642533554178,2.409638540398128,1.8072289033525304,3.2128513836758748
51.875,0.06160642533554169,0.0,-2.4096385403981877,-1.8072289033525277,-3.2128513836760355,0.0,-0.06160642533554169,2.4096385403981877,1.8072289033525277,3.2128513836760355
51.88,0.0616064253355416,0.0,-2.409638540398247,-1.807228903352525,-3.212851383676196,0.0,-0.0616064253355416,2.409638540398247,1.807228903352525,3.212851383676196
51.885,0.06160642533554151,0.0,-2.4096385403983063,-1.8072289033525224,-3.2128513836763557,0.0,-0.06160642533554151,2.4096385403983063,1.8072289033525224,3.2128513836763557
51.89,0.06160642533554142,0.0,-2.4096385403983653,-1.8072289033525197,-3.212851383676515,0.0,-0.06160642533554142,2.4096385403983653,1.8072289033525197,3.212851383676515
51.895,0.06160642533554133,0.0,-2.4096385403984244,-1.807228903352517,-3.212851383676674,0.0,-0.06160642533554133,2.4096385403984244,1.807228903352517,3.212851383676674
51.9,0.06160642533554124,0.0,-2.409638540398483,-1.8072289033525144,-3.2128513836768327,0.0,-0.06160642533554124,2.409638540398483,1.8072289033525144,3.2128513836768327
51.905,0.06160642533554115,0.0,-2.4096385403985416,-1.8072289033525117,-3.2128513836769907,0.0,-0.06160642533554115,2.4096385403985416,1.8072289033525117,3.2128513836769907
51.91,0.06160642533554106,0.0,-2.4096385403986003,-1.807228903352509,-3.2128513836771484,0.0,-0.06160642533554106,2.4096385403986003,1.807228903352509,3.2128513836771484
51.915,0.06160642533554097,0.0,-2.4096385403986584,-1.8072289033525064,-3.2128513836773056,0.0,-0.06160642533554097,2.4096385403986584,1.8072289033525064,3.2128513836773056
51.92,0.06160642533554088,0.0,-2.4096385403987166,-1.8072289033525037,-3.2128513836774624,0.0,-0.06160642533554088,2.4096385403987166,1.8072289033525037,3.2128513836774624
51.925,0.06160642533554079,0.0,-2.409638540398775,-1.8072289033525013,-3.2128513836776187,0.0,-0.06160642533554079,2.409638540398775,1.8072289033525013,3.2128513836776187
51.93,0.0616064253355407,0.0,-2.4096385403988325,-1.8072289033524989,-3.2128513836777746,0.0,-0.0616064253355407,2.4096385403988325,1.8072289033524989,3.2128513836777746
51.935,0.06160642533554061,0.0,-2.4096385403988902,-1.8072289033524964,-3.21285138367793,0.0,-0.06160642533554061,2.4096385403988902,1.8072289033524964,3.21285138367793
51.94,0.06160642533554052,0.0,-2.409638540398948,-1.807228903352494,-3.2128513836780854,0.0,-0.06160642533554052,2.409638540398948,1.807228903352494,3.2128513836780854
51.945,0.06160642533554043,0.0,-2.4096385403990053,-1.8072289033524915,-3.2128513836782404,0.0,-0.06160642533554043,2.4096385403990053,1.8072289033524915,3.2128513836782404
51.95,0.06160642533554034,0.0,-2.4096385403990626,-1.807228903352489,-3.212851383678395,0.0,-0.06160642533554034,2.4096385403990626,1.807228903352489,3.212851383678395
51.955,0.06160642533554025,0.0,-2.40963854039912,-1.8072289033524866,-3.212851383678549,0.0,-0.06160642533554025,2.40963854039912,1.8072289033524866,3.212851383678549
51.96,0.06160642533554016,0.0,-2.4096385403991767,-1.8072289033524842,-3.2128513836787027,0.0,-0.06160642533554016,2.4096385403991767,1.8072289033524842,3.2128513836787027
51.965,0.06160642533554007,0.0,-2.4096385403992335,-1.8072289033524818,-3.212851383678856,0.0,-0.06160642533554007,2.4096385403992335,1.8072289033524818,3.212851383678856
51.97,0.06160642533553998,0.0,-2.4096385403992904,-1.8072289033524793,-3.2128513836790087,0.0,-0.06160642533553998,2.4096385403992904,1.8072289033524793,3.2128513836790087
51.975,0.06160642533553989,0.0,-2.4096385403993468,-1.8072289033524769,-3.212851383679161,0.0,-0.06160642533553989,2.4096385403993468,1.8072289033524769,3.212851383679161
51.98,0.0616064253355398,0.0,-2.409638540399403,-1.8072289033524744,-3.212851383679313,0.0,-0.0616064253355398,2.409638540399403,1.8072289033524744,3.212851383679313
51.985,0.061606425335539707,0.0,-2.4096385403994596,-1.807228903352472,-3.2128513836794643,0.0,-0.061606425335539707,2.4096385403994596,1.807228903352472,3.2128513836794643
51.99,0.061606425335539616,0.0,-2.4096385403995155,-1.8072289033524696,-3.2128513836796153,0.0,-0.061606425335539616,2.4096385403995155,1.8072289033524696,3.2128513836796153
51.995000000000005,0.061606425335539526,0.0,-2.4096385403995715,-1.807228903352467,-3.212851383679766,0.0,-0.061606425335539526,2.4096385403995715,1.807228903352467,3.212851383679766
52.0,0.061606425335539436,0.0,-2.4096385403996274,-1.8072289033524647,-3.212851383679916,0.0,-0.061606425335539436,2.4096385403996274,1.8072289033524647,3.212851383679916
52.005,0.061606425335539346,0.0,-2.409638540399683,-1.8072289033524622,-3.212851383680066,0.0,-0.061606425335539346,2.409638540399683,1.8072289033524622,3.212851383680066
52.01,0.06160642533553926,0.0,-2.4096385403997385,-1.8072289033524598,-3.2128513836802157,0.0,-0.06160642533553926,2.4096385403997385,1.8072289033524598,3.2128513836802157
52.015,0.06160642533553918,0.0,-2.409638540399794,-1.8072289033524573,-3.212851383680365,0.0,-0.06160642533553918,2.409638540399794,1.8072289033524573,3.212851383680365
52.02,0.061606425335539096,0.0,-2.409638540399849,-1.807228903352455,-3.2128513836805137,0.0,-0.061606425335539096,2.409638540399849,1.807228903352455,3.2128513836805137
52.025,0.06160642533553901,0.0,-2.409638540399904,-1.8072289033524525,-3.212851383680662,0.0,-0.06160642533553901,2.409638540399904,1.8072289033524525,3.212851383680662
52.03,0.06160642533553893,0.0,-2.409638540399959,-1.80722890335245,-3.21285138368081,0.0,-0.06160642533553893,2.409638540399959,1.80722890335245,3.21285138368081
52.035,0.061606425335538846,0.0,-2.409638540400014,-1.8072289033524476,-3.2128513836809574,0.0,-0.061606425335538846,2.409638540400014,1.8072289033524476,3.2128513836809574
52.04,0.06160642533553876,0.0,-2.4096385404000684,-1.8072289033524451,-3.2128513836811043,0.0,-0.06160642533553876,2.4096385404000684,1.8072289033524451,3.2128513836811043
52.045,0.06160642533553868,0.0,-2.409638540400123,-1.8072289033524427,-3.212851383681251,0.0,-0.06160642533553868,2.409638540400123,1.8072289033524427,3.212851383681251
52.05,0.061606425335538596,0.0,-2.409638540400177,-1.8072289033524402,-3.2128513836813974,0.0,-0.061606425335538596,2.409638540400177,1.8072289033524402,3.2128513836813974
52.055,0.06160642533553851,0.0,-2.4096385404002314,-1.8072289033524378,-3.2128513836815435,0.0,-0.06160642533553851,2.4096385404002314,1.8072289033524378,3.2128513836815435
52.06,0.06160642533553843,0.0,-2.4096385404002856,-1.8072289033524354,-3.212851383681689,0.0,-0.06160642533553843,2.4096385404002856,1.8072289033524354,3.212851383681689
52.065,0.061606425335538346,0.0,-2.4096385404003393,-1.807228903352433,-3.2128513836818344,0.0,-0.061606425335538346,2.4096385404003393,1.807228903352433,3.2128513836818344
52.07,0.06160642533553826,0.0,-2.409638540400393,-1.8072289033524305,-3.212851383681979,0.0,-0.06160642533553826,2.409638540400393,1.8072289033524305,3.212851383681979
52.075,0.06160642533553818,0.0,-2.409638540400447,-1.807228903352428,-3.2128513836821235,0.0,-0.06160642533553818,2.409638540400447,1.807228903352428,3.2128513836821235
52.08,0.0616064253355381,0.0,-2.4096385404005,-1.8072289033524256,-3.2128513836822674,0.0,-0.0616064253355381,2.4096385404005,1.8072289033524256,3.2128513836822674
52.085,0.06160642533553801,0.0,-2.4096385404005534,-1.8072289033524231,-3.212851383682411,0.0,-0.06160642533553801,2.4096385404005534,1.8072289033524231,3.212851383682411
52.09,0.06160642533553793,0.0,-2.4096385404006067,-1.8072289033524207,-3.2128513836825543,0.0,-0.06160642533553793,2.4096385404006067,1.8072289033524207,3.2128513836825543
52.095,0.06160642533553785,0.0,-2.4096385404006595,-1.8072289033524183,-3.2128513836826973,0.0,-0.06160642533553785,2.4096385404006595,1.8072289033524183,3.2128513836826973
52.1,0.061606425335537764,0.0,-2.4096385404007123,-1.807228903352416,-3.21285138368284,0.0,-0.061606425335537764,2.4096385404007123,1.807228903352416,3.21285138368284
52.105,0.06160642533553768,0.0,-2.409638540400765,-1.8072289033524138,-3.212851383682982,0.0,-0.06160642533553768,2.409638540400765,1.8072289033524138,3.212851383682982
52.11,0.0616064253355376,0.0,-2.4096385404008176,-1.8072289033524116,-3.2128513836831236,0.0,-0.0616064253355376,2.4096385404008176,1.8072289033524116,3.2128513836831236
52.115,0.061606425335537514,0.0,-2.40963854040087,-1.8072289033524094,-3.212851383683265,0.0,-0.061606425335537514,2.40963854040087,1.8072289033524094,3.212851383683265
52.120000000000005,0.06160642533553743,0.0,-2.4096385404009224,-1.8072289033524072,-3.2128513836834056,0.0,-0.06160642533553743,2.4096385404009224,1.8072289033524072,3.2128513836834056
52.125,0.06160642533553735,0.0,-2.4096385404009744,-1.807228903352405,-3.2128513836835464,0.0,-0.06160642533553735,2.4096385404009744,1.807228903352405,3.2128513836835464
52.13,0.061606425335537264,0.0,-2.4096385404010263,-1.8072289033524027,-3.2128513836836867,0.0,-0.061606425335537264,2.4096385404010263,1.8072289033524027,3.2128513836836867
52.135,0.06160642533553718,0.0,-2.4096385404010783,-1.8072289033524005,-3.2128513836838266,0.0,-0.06160642533553718,2.4096385404010783,1.8072289033524005,3.2128513836838266
52.14,0.0616064253355371,0.0,-2.40963854040113,-1.8072289033523983,-3.212851383683966,0.0,-0.0616064253355371,2.40963854040113,1.8072289033523983,3.212851383683966
52.145,0.061606425335537014,0.0,-2.4096385404011813,-1.807228903352396,-3.212851383684105,0.0,-0.061606425335537014,2.4096385404011813,1.807228903352396,3.212851383684105
52.15,0.06160642533553693,0.0,-2.409638540401233,-1.8072289033523938,-3.2128513836842436,0.0,-0.06160642533553693,2.409638540401233,1.8072289033523938,3.2128513836842436
52.155,0.06160642533553685,0.0,-2.4096385404012843,-1.8072289033523916,-3.212851383684382,0.0,-0.06160642533553685,2.4096385404012843,1.8072289033523916,3.212851383684382
52.16,0.061606425335536764,0.0,-2.4096385404013354,-1.8072289033523894,-3.2128513836845203,0.0,-0.061606425335536764,2.4096385404013354,1.8072289033523894,3.2128513836845203
52.165,0.06160642533553668,0.0,-2.4096385404013865,-1.8072289033523872,-3.212851383684658,0.0,-0.06160642533553668,2.4096385404013865,1.8072289033523872,3.212851383684658
52.17,0.0616064253355366,0.0,-2.4096385404014375,-1.807228903352385,-3.212851383684795,0.0,-0.0616064253355366,2.4096385404014375,1.807228903352385,3.212851383684795
52.175,0.06160642533553652,0.0,-2.409638540401488,-1.8072289033523827,-3.212851383684932,0.0,-0.06160642533553652,2.409638540401488,1.8072289033523827,3.212851383684932
52.18,0.061606425335536445,0.0,-2.409638540401539,-1.8072289033523805,-3.2128513836850683,0.0,-0.061606425335536445,2.409638540401539,1.8072289033523805,3.2128513836850683
52.185,0.06160642533553637,0.0,-2.4096385404015894,-1.8072289033523783,-3.2128513836852046,0.0,-0.06160642533553637,2.4096385404015894,1.8072289033523783,3.2128513836852046
52.19,0.06160642533553629,0.0,-2.4096385404016396,-1.807228903352376,-3.2128513836853405,0.0,-0.06160642533553629,2.4096385404016396,1.807228903352376,3.2128513836853405
52.195,0.061606425335536216,0.0,-2.40963854040169,-1.8072289033523738,-3.212851383685476,0.0,-0.061606425335536216,2.40963854040169,1.8072289033523738,3.212851383685476
52.2,0.06160642533553614,0.0,-2.40963854040174,-1.8072289033523716,-3.212851383685611,0.0,-0.06160642533553614,2.40963854040174,1.8072289033523716,3.212851383685611
52.205,0.061606425335536064,0.0,-2.4096385404017897,-1.8072289033523694,-3.2128513836857455,0.0,-0.061606425335536064,2.4096385404017897,1.8072289033523694,3.2128513836857455
52.21,0.06160642533553599,0.0,-2.4096385404018394,-1.8072289033523672,-3.21285138368588,0.0,-0.06160642533553599,2.4096385404018394,1.8072289033523672,3.21285138368588
52.215,0.06160642533553591,0.0,-2.409638540401889,-1.807228903352365,-3.212851383686014,0.0,-0.06160642533553591,2.409638540401889,1.807228903352365,3.212851383686014
52.22,0.061606425335535835,0.0,-2.409638540401939,-1.8072289033523627,-3.212851383686148,0.0,-0.061606425335535835,2.409638540401939,1.8072289033523627,3.212851383686148
52.225,0.06160642533553576,0.0,-2.409638540401988,-1.8072289033523605,-3.212851383686281,0.0,-0.06160642533553576,2.409638540401988,1.8072289033523605,3.212851383686281
52.23,0.06160642533553568,0.0,-2.4096385404020375,-1.8072289033523583,-3.212851383686414,0.0,-0.06160642533553568,2.4096385404020375,1.8072289033523583,3.212851383686414
52.235,0.061606425335535606,0.0,-2.409638540402087,-1.807228903352356,-3.2128513836865467,0.0,-0.061606425335535606,2.409638540402087,1.807228903352356,3.2128513836865467
52.24,0.06160642533553553,0.0,-2.4096385404021357,-1.8072289033523539,-3.212851383686679,0.0,-0.06160642533553553,2.4096385404021357,1.8072289033523539,3.212851383686679
52.245000000000005,0.06160642533553545,0.0,-2.4096385404021845,-1.8072289033523516,-3.212851383686811,0.0,-0.06160642533553545,2.4096385404021845,1.8072289033523516,3.212851383686811
52.25,0.06160642533553538,0.0,-2.4096385404022334,-1.8072289033523494,-3.2128513836869423,0.0,-0.06160642533553538,2.4096385404022334,1.8072289033523494,3.2128513836869423
52.255,0.0616064253355353,0.0,-2.409638540402282,-1.8072289033523472,-3.2128513836870733,0.0,-0.0616064253355353,2.409638540402282,1.8072289033523472,3.2128513836870733
52.26,0.061606425335535224,0.0,-2.4096385404023306,-1.807228903352345,-3.2128513836872044,0.0,-0.061606425335535224,2.4096385404023306,1.807228903352345,3.2128513836872044
52.265,0.06160642533553515,0.0,-2.409638540402379,-1.8072289033523428,-3.212851383687335,0.0,-0.06160642533553515,2.409638540402379,1.8072289033523428,3.212851383687335
52.27,0.06160642533553507,0.0,-2.4096385404024274,-1.8072289033523405,-3.212851383687465,0.0,-0.06160642533553507,2.4096385404024274,1.8072289033523405,3.212851383687465
52.275,0.061606425335534995,0.0,-2.4096385404024754,-1.8072289033523383,-3.2128513836875947,0.0,-0.061606425335534995,2.4096385404024754,1.8072289033523383,3.2128513836875947
52.28,0.06160642533553492,0.0,-2.4096385404025233,-1.807228903352336,-3.212851383687724,0.0,-0.06160642533553492,2.4096385404025233,1.807228903352336,3.212851383687724
52.285,0.06160642533553484,0.0,-2.4096385404025713,-1.8072289033523339,-3.212851383687853,0.0,-0.06160642533553484,2.4096385404025713,1.8072289033523339,3.212851383687853
52.29,0.061606425335534766,0.0,-2.409638540402619,-1.8072289033523319,-3.212851383687982,0.0,-0.061606425335534766,2.409638540402619,1.8072289033523319,3.212851383687982
52.295,0.06160642533553469,0.0,-2.4096385404026663,-1.8072289033523299,-3.2128513836881103,0.0,-0.06160642533553469,2.4096385404026663,1.8072289033523299,3.2128513836881103
52.3,0.06160642533553461,0.0,-2.409638540402714,-1.8072289033523279,-3.212851383688238,0.0,-0.06160642533553461,2.409638540402714,1.8072289033523279,3.212851383688238
52.305,0.06160642533553454,0.0,-2.4096385404027614,-1.8072289033523259,-3.212851383688366,0.0,-0.06160642533553454,2.4096385404027614,1.8072289033523259,3.212851383688366
52.31,0.06160642533553446,0.0,-2.4096385404028084,-1.807228903352324,-3.2128513836884935,0.0,-0.06160642533553446,2.4096385404028084,1.807228903352324,3.2128513836884935
52.315,0.061606425335534384,0.0,-2.4096385404028555,-1.807228903352322,-3.2128513836886206,0.0,-0.061606425335534384,2.4096385404028555,1.807228903352322,3.2128513836886206
52.32,0.06160642533553431,0.0,-2.4096385404029026,-1.80722890335232,-3.212851383688747,0.0,-0.06160642533553431,2.4096385404029026,1.80722890335232,3.212851383688747
52.325,0.06160642533553423,0.0,-2.4096385404029492,-1.807228903352318,-3.2128513836888737,0.0,-0.06160642533553423,2.4096385404029492,1.807228903352318,3.2128513836888737
52.33,0.061606425335534155,0.0,-2.409638540402996,-1.807228903352316,-3.212851383689,0.0,-0.061606425335534155,2.409638540402996,1.807228903352316,3.212851383689
52.335,0.06160642533553408,0.0,-2.4096385404030425,-1.807228903352314,-3.2128513836891255,0.0,-0.06160642533553408,2.4096385404030425,1.807228903352314,3.2128513836891255
52.34,0.061606425335534,0.0,-2.409638540403089,-1.807228903352312,-3.2128513836892507,0.0,-0.061606425335534,2.409638540403089,1.807228903352312,3.2128513836892507
52.345,0.06160642533553393,0.0,-2.4096385404031353,-1.80722890335231,-3.212851383689376,0.0,-0.06160642533553393,2.4096385404031353,1.80722890335231,3.212851383689376
52.35,0.061606425335533864,0.0,-2.4096385404031815,-1.807228903352308,-3.2128513836895007,0.0,-0.061606425335533864,2.4096385404031815,1.807228903352308,3.2128513836895007
52.355,0.061606425335533795,0.0,-2.4096385404032277,-1.807228903352306,-3.212851383689625,0.0,-0.061606425335533795,2.4096385404032277,1.807228903352306,3.212851383689625
52.36,0.061606425335533725,0.0,-2.409638540403274,-1.807228903352304,-3.212851383689749,0.0,-0.061606425335533725,2.409638540403274,1.807228903352304,3.212851383689749
52.365,0.061606425335533656,0.0,-2.4096385404033196,-1.807228903352302,-3.2128513836898724,0.0,-0.061606425335533656,2.4096385404033196,1.807228903352302,3.2128513836898724
52.370000000000005,0.061606425335533586,0.0,-2.4096385404033653,-1.8072289033523,-3.212851383689996,0.0,-0.061606425335533586,2.4096385404033653,1.8072289033523,3.212851383689996
52.375,0.06160642533553352,0.0,-2.409638540403411,-1.807228903352298,-3.212851383690119,0.0,-0.06160642533553352,2.409638540403411,1.807228903352298,3.212851383690119
52.38,0.06160642533553345,0.0,-2.4096385404034564,-1.807228903352296,-3.2128513836902415,0.0,-0.06160642533553345,2.4096385404034564,1.807228903352296,3.2128513836902415
52.385,0.06160642533553338,0.0,-2.4096385404035017,-1.807228903352294,-3.212851383690364,0.0,-0.06160642533553338,2.4096385404035017,1.807228903352294,3.212851383690364
52.39,0.06160642533553331,0.0,-2.409638540403547,-1.807228903352292,-3.212851383690486,0.0,-0.06160642533553331,2.409638540403547,1.807228903352292,3.212851383690486
52.395,0.06160642533553324,0.0,-2.4096385404035923,-1.80722890335229,-3.212851383690608,0.0,-0.06160642533553324,2.4096385404035923,1.80722890335229,3.212851383690608
52.4,0.06160642533553317,0.0,-2.409638540403637,-1.807228903352288,-3.212851383690729,0.0,-0.06160642533553317,2.409638540403637,1.807228903352288,3.212851383690729
52.405,0.0616064253355331,0.0,-2.409638540403682,-1.807228903352286,-3.2128513836908503,0.0,-0.0616064253355331,2.409638540403682,1.807228903352286,3.2128513836908503
52.41,0.06160642533553303,0.0,-2.409638540403727,-1.807228903352284,-3.212851383690971,0.0,-0.06160642533553303,2.409638540403727,1.807228903352284,3.212851383690971
52.415,0.06160642533553296,0.0,-2.4096385404037717,-1.807228903352282,-3.2128513836910915,0.0,-0.06160642533553296,2.4096385404037717,1.807228903352282,3.2128513836910915
52.42,0.06160642533553289,0.0,-2.409638540403816,-1.80722890335228,-3.2128513836912114,0.0,-0.06160642533553289,2.409638540403816,1.80722890335228,3.2128513836912114
52.425,0.06160642533553282,0.0,-2.4096385404038605,-1.807228903352278,-3.2128513836913313,0.0,-0.06160642533553282,2.4096385404038605,1.807228903352278,3.2128513836913313
