t,S_wR_kgR,S_wR_kgL,S_wR_ka,S_wR_Kf,S_wR_Kq,S_wL_kgR,S_wL_kgL,S_wL_ka,S_wL_Kf,S_wL_Kq
6.675,0.060473290166640895,0.0,-2.1350401249101307,-1.77090651920533,-2.6217738509023225,0.0,-0.060473290166640895,2.1350401249101307,1.77090651920533,2.6217738509023225
6.68,0.06047683790768883,0.0,-2.135643792232569,-1.7710190976716231,-2.6229778772341645,0.0,-0.06047683790768883,2.135643792232569,1.7710190976716231,2.6229778772341645
6.6850000000000005,0.060480374716978806,0.0,-2.1362462247369676,-1.7711313320389037,-2.6241797563350775,0.0,-0.060480374716978806,2.1362462247369676,1.7711313320389037,2.6241797563350775
6.69,0.060483900627695264,0.0,-2.1368474246184666,-1.7712432233447826,-2.625379490929627,0.0,-0.060483900627695264,2.1368474246184666,1.7712432233447826,2.625379490929627
6.695,0.06048741567292359,0.0,-2.137447394069588,-1.7713547726237902,-2.6265770837433675,0.0,-0.06048741567292359,2.137447394069588,1.7713547726237902,2.6265770837433675
6.7,0.060490919885650356,0.0,-2.1380461352802325,-1.7714659809073852,-2.62777253750282,0.0,-0.060490919885650356,2.1380461352802325,1.7714659809073852,2.62777253750282
6.705,0.06049441329876364,0.0,-2.1386436504376767,-1.7715768492239636,-2.628965854935445,0.0,-0.06049441329876364,2.1386436504376767,1.7715768492239636,2.628965854935445
6.71,0.0604978959450533,0.0,-2.1392399417265713,-1.7716873785988678,-2.630157038769623,0.0,-0.0604978959450533,2.1392399417265713,1.7716873785988678,2.630157038769623
6.715,0.06050136785721126,0.0,-2.139835011328938,-1.7717975700543953,-2.6313460917346263,0.0,-0.06050136785721126,2.139835011328938,1.7717975700543953,2.6313460917346263
6.72,0.0605048290678318,0.0,-2.140428861424167,-1.771907424609807,-2.6325330165605982,0.0,-0.0605048290678318,2.140428861424167,1.771907424609807,2.6325330165605982
6.7250000000000005,0.06050827960941184,0.0,-2.1410214941890153,-1.7720169432813373,-2.6337178159785286,0.0,-0.06050827960941184,2.1410214941890153,1.7720169432813373,2.6337178159785286
6.73,0.06051171951435122,0.0,-2.141612911797603,-1.7721261270822015,-2.63490049272023,0.0,-0.06051171951435122,2.141612911797603,1.7721261270822015,2.63490049272023
6.735,0.06051514881495299,0.0,-2.142203116421412,-1.7722349770226056,-2.636081049518316,0.0,-0.06051514881495299,2.142203116421412,1.7722349770226056,2.636081049518316
6.74,0.060518567543423704,0.0,-2.1427921102292826,-1.7723434941097544,-2.6372594891061767,0.0,-0.060518567543423704,2.1427921102292826,1.7723434941097544,2.6372594891061767
6.745,0.06052197573187367,0.0,-2.143379895387413,-1.7724516793478609,-2.638435814217956,0.0,-0.06052197573187367,2.143379895387413,1.7724516793478609,2.638435814217956
6.75,0.060525373412317264,0.0,-2.1439664740593547,-1.7725595337381541,-2.639610027588528,0.0,-0.060525373412317264,2.1439664740593547,1.7725595337381541,2.639610027588528
6.755,0.060528760616673186,0.0,-2.144551848406012,-1.7726670582788886,-2.6407821319534763,0.0,-0.060528760616673186,2.144551848406012,1.7726670582788886,2.6407821319534763
6.76,0.06053213737676476,0.0,-2.1451360205856385,-1.7727742539653526,-2.641952130049068,0.0,-0.06053213737676476,2.1451360205856385,1.7727742539653526,2.641952130049068
6.765000000000001,0.06053550372432019,0.0,-2.1457189927538365,-1.7728811217898768,-2.6431200246122337,0.0,-0.06053550372432019,2.1457189927538365,1.7728811217898768,2.6431200246122337
6.7700000000000005,0.06053885969097287,0.0,-2.146300767063553,-1.772987662741843,-2.644285818380544,0.0,-0.06053885969097287,2.146300767063553,1.772987662741843,2.644285818380544
6.775,0.060542205308261626,0.0,-2.1468813456650793,-1.7730938778076928,-2.6454495140921876,0.0,-0.060542205308261626,2.1468813456650793,1.7730938778076928,2.6454495140921876
6.78,0.060545540607631024,0.0,-2.147460730706047,-1.7731997679709355,-2.646611114485948,0.0,-0.060545540607631024,2.147460730706047,1.7731997679709355,2.646611114485948
6.785,0.060548865620431616,0.0,-2.148038924331428,-1.7733053342121574,-2.6477706223011817,0.0,-0.060548865620431616,2.148038924331428,1.7733053342121574,2.6477706223011817
6.79,0.06055218037792024,0.0,-2.148615928683531,-1.7734105775090303,-2.648928040277797,0.0,-0.06055218037792024,2.148615928683531,1.7734105775090303,2.648928040277797
6.795,0.06055548491126028,0.0,-2.1491917459020002,-1.7735154988363193,-2.6500833711562306,0.0,-0.06055548491126028,2.1491917459020002,1.7735154988363193,2.6500833711562306
6.8,0.06055877925152194,0.0,-2.149766378123813,-1.7736200991658921,-2.651236617677427,0.0,-0.06055877925152194,2.149766378123813,1.7736200991658921,2.651236617677427
6.805,0.06056206342968253,0.0,-2.150339827483279,-1.7737243794667266,-2.652387782582816,0.0,-0.06056206342968253,2.150339827483279,1.7737243794667266,2.652387782582816
6.8100000000000005,0.06056533747662673,0.0,-2.150912096112036,-1.7738283407049198,-2.6535368686142906,0.0,-0.06056533747662673,2.150912096112036,1.7738283407049198,2.6535368686142906
6.815,0.06056860142314683,0.0,-2.1514831861390507,-1.7739319838436964,-2.6546838785141866,0.0,-0.06056860142314683,2.1514831861390507,1.7739319838436964,2.6546838785141866
6.82,0.06057185529994307,0.0,-2.152053099690615,-1.7740353098434165,-2.6558288150252602,0.0,-0.06057185529994307,2.152053099690615,1.7740353098434165,2.6558288150252602
6.825,0.06057509913762384,0.0,-2.1526218388903446,-1.7741383196615845,-2.6569716808906674,0.0,-0.06057509913762384,2.1526218388903446,1.7741383196615845,2.6569716808906674
6.83,0.060578332966706,0.0,-2.1531894058591785,-1.7742410142528573,-2.6581124788539414,0.0,-0.060578332966706,2.1531894058591785,1.7742410142528573,2.6581124788539414
6.835,0.060581556817615095,0.0,-2.153755802715376,-1.7743433945690525,-2.6592512116589733,0.0,-0.060581556817615095,2.153755802715376,1.7743433945690525,2.6592512116589733
6.84,0.06058477072068569,0.0,-2.154321031574514,-1.7744454615591567,-2.660387882049989,0.0,-0.06058477072068569,2.154321031574514,1.7744454615591567,2.660387882049989
6.845,0.06058797470616157,0.0,-2.1548850945494884,-1.7745472161693336,-2.6615224927715304,0.0,-0.06058797470616157,2.1548850945494884,1.7745472161693336,2.6615224927715304
6.8500000000000005,0.06059116880419605,0.0,-2.1554479937505095,-1.7746486593429325,-2.662655046568433,0.0,-0.06059116880419605,2.1554479937505095,1.7746486593429325,2.662655046568433
6.855,0.06059435304485222,0.0,-2.156009731285102,-1.7747497920204962,-2.6637855461858053,0.0,-0.06059435304485222,2.156009731285102,1.7747497920204962,2.6637855461858053
6.86,0.06059752745810323,0.0,-2.156570309258102,-1.7748506151397698,-2.6649139943690083,0.0,-0.06059752745810323,2.156570309258102,1.7748506151397698,2.6649139943690083
6.865,0.06060069207383251,0.0,-2.1571297297716585,-1.774951129635708,-2.666040393863636,0.0,-0.06060069207383251,2.1571297297716585,1.774951129635708,2.666040393863636
6.87,0.060603846921834084,0.0,-2.1576879949252277,-1.7750513364404836,-2.667164747415494,0.0,-0.060603846921834084,2.1576879949252277,1.7750513364404836,2.667164747415494
6.875,0.06060699203181281,0.0,-2.158245106815575,-1.7751512364834963,-2.668287057770578,0.0,-0.06060699203181281,2.158245106815575,1.7751512364834963,2.668287057770578
6.88,0.06061012743338462,0.0,-2.1588010675367713,-1.7752508306913792,-2.669407327675056,0.0,-0.06061012743338462,2.1588010675367713,1.7752508306913792,2.669407327675056
6.885,0.06061325315607682,0.0,-2.1593558791801932,-1.7753501199880084,-2.670525559875246,0.0,-0.06061325315607682,2.1593558791801932,1.7753501199880084,2.670525559875246
6.890000000000001,0.060616369229328323,0.0,-2.15990954383452,-1.7754491052945103,-2.6716417571175985,0.0,-0.060616369229328323,2.15990954383452,1.7754491052945103,2.6716417571175985
6.8950000000000005,0.06061947568248992,0.0,-2.1604620635857334,-1.7755477875292698,-2.6727559221486725,0.0,-0.06061947568248992,2.1604620635857334,1.7755477875292698,2.6727559221486725
6.9,0.060622572544824525,0.0,-2.1610134405171166,-1.775646167607938,-2.67386805771512,0.0,-0.060622572544824525,2.1610134405171166,1.775646167607938,2.67386805771512
6.905,0.060625659845507454,0.0,-2.161563676709252,-1.775744246443441,-2.6749781665636627,0.0,-0.060625659845507454,2.161563676709252,1.775744246443441,2.6749781665636627
6.91,0.060628737613626665,0.0,-2.1621127742400192,-1.7758420249459868,-2.6760862514410757,0.0,-0.060628737613626665,2.1621127742400192,1.7758420249459868,2.6760862514410757
6.915,0.060631805878183016,0.0,-2.162660735184596,-1.7759395040230737,-2.677192315094165,0.0,-0.060631805878183016,2.162660735184596,1.7759395040230737,2.677192315094165
6.92,0.06063486466809053,0.0,-2.163207561615456,-1.7760366845794986,-2.67829636026975,0.0,-0.06063486466809053,2.163207561615456,1.7760366845794986,2.67829636026975
6.925,0.060637914012176636,0.0,-2.163753255602366,-1.7761335675173642,-2.6793983897146427,0.0,-0.060637914012176636,2.163753255602366,1.7761335675173642,2.6793983897146427
6.93,0.06064095393918244,0.0,-2.1642978192123885,-1.776230153736087,-2.680498406175629,0.0,-0.06064095393918244,2.1642978192123885,1.776230153736087,2.680498406175629
6.9350000000000005,0.060643984477762945,0.0,-2.1648412545098763,-1.7763264441324058,-2.6815964123994505,0.0,-0.060643984477762945,2.1648412545098763,1.7763264441324058,2.6815964123994505
6.94,0.06064700565648736,0.0,-2.1653835635564738,-1.7764224396003885,-2.6826924111327832,0.0,-0.06064700565648736,2.1653835635564738,1.7764224396003885,2.6826924111327832
6.945,0.0606500175038393,0.0,-2.1659247484111157,-1.7765181410314408,-2.683786405122221,0.0,-0.0606500175038393,2.1659247484111157,1.7765181410314408,2.683786405122221
6.95,0.06065302004821705,0.0,-2.1664648111300258,-1.7766135493143134,-2.6848783971142556,0.0,-0.06065302004821705,2.1664648111300258,1.7766135493143134,2.6848783971142556
6.955,0.060656013317933834,0.0,-2.1670037537667155,-1.77670866533511,-2.6859683898552573,0.0,-0.060656013317933834,2.1670037537667155,1.77670866533511,2.6859683898552573
6.96,0.060658997341218046,0.0,-2.1675415783719836,-1.776803489977295,-2.687056386091457,0.0,-0.060658997341218046,2.1675415783719836,1.776803489977295,2.687056386091457
6.965,0.06066197214621351,0.0,-2.168078286993915,-1.776898024121701,-2.6881423885689277,0.0,-0.06066197214621351,2.168078286993915,1.776898024121701,2.6881423885689277
6.97,0.06066493776097971,0.0,-2.168613881677879,-1.7769922686465367,-2.689226400033565,0.0,-0.06066493776097971,2.168613881677879,1.7769922686465367,2.689226400033565
6.9750000000000005,0.06066789421349208,0.0,-2.1691483644665297,-1.7770862244273948,-2.69030842323107,0.0,-0.06066789421349208,2.1691483644665297,1.7770862244273948,2.69030842323107
6.98,0.06067084153164218,0.0,-2.169681737399804,-1.777179892337259,-2.6913884609069303,0.0,-0.06067084153164218,2.169681737399804,1.777179892337259,2.6913884609069303
6.985,0.06067377974323802,0.0,-2.170214002514922,-1.7772732732465122,-2.692466515806401,0.0,-0.06067377974323802,2.170214002514922,1.7772732732465122,2.692466515806401
6.99,0.060676708876004244,0.0,-2.1707451618463844,-1.7773663680229437,-2.6935425906744888,0.0,-0.060676708876004244,2.1707451618463844,1.7773663680229437,2.6935425906744888
6.995,0.060679628957582415,0.0,-2.1712752174259733,-1.7774591775317572,-2.6946166882559313,0.0,-0.060679628957582415,2.1712752174259733,1.7774591775317572,2.6946166882559313
7.0,0.06068254001553124,0.0,-2.1718041712827505,-1.777551702635578,-2.6956888112951805,0.0,-0.06068254001553124,2.1718041712827505,1.777551702635578,2.6956888112951805
7.005,0.06068544207732683,0.0,-2.1723320254430574,-1.7776439441944607,-2.6967589625363853,0.0,-0.06068544207732683,2.1723320254430574,1.7776439441944607,2.6967589625363853
7.01,0.06068833517036291,0.0,-2.172858781930513,-1.7777359030658966,-2.697827144723373,0.0,-0.06068833517036291,2.172858781930513,1.7777359030658966,2.697827144723373
7.015000000000001,0.060691219321951075,0.0,-2.173384442766015,-1.7778275801048213,-2.698893360599632,0.0,-0.060691219321951075,2.173384442766015,1.7778275801048213,2.698893360599632
7.0200000000000005,0.060694094559321066,0.0,-2.173909009967738,-1.777918976163622,-2.6999576129082925,0.0,-0.060694094559321066,2.173909009967738,1.777918976163622,2.6999576129082925
7.025,0.06069696090962096,0.0,-2.1744324855511326,-1.7780100920921453,-2.701019904392113,0.0,-0.06069696090962096,2.1744324855511326,1.7780100920921453,2.701019904392113
7.03,0.06069981839991745,0.0,-2.1749548715289255,-1.778100928737704,-2.702080237793458,0.0,-0.06069981839991745,2.1749548715289255,1.778100928737704,2.702080237793458
7.035,0.06070266705719605,0.0,-2.1754761699111187,-1.7781914869450857,-2.703138615854285,0.0,-0.06070266705719605,2.1754761699111187,1.7781914869450857,2.703138615854285
7.04,0.06070550690836135,0.0,-2.1759963827049886,-1.7782817675565583,-2.704195041316124,0.0,-0.06070550690836135,2.1759963827049886,1.7782817675565583,2.704195041316124
7.045,0.06070833798023727,0.0,-2.176515511915086,-1.7783717714118794,-2.705249516920063,0.0,-0.06070833798023727,2.176515511915086,1.7783717714118794,2.705249516920063
7.05,0.06071116029956726,0.0,-2.177033559543235,-1.7784614993483023,-2.706302045406728,0.0,-0.06071116029956726,2.177033559543235,1.7784614993483023,2.706302045406728
7.055,0.060713973893014576,0.0,-2.177550527588533,-1.778550952200584,-2.7073526295162695,0.0,-0.060713973893014576,2.177550527588533,1.778550952200584,2.7073526295162695
7.0600000000000005,0.06071677878716249,0.0,-2.1780664180473495,-1.7786401308009918,-2.7084012719883432,0.0,-0.06071677878716249,2.1780664180473495,1.7786401308009918,2.7084012719883432
7.065,0.06071957500851452,0.0,-2.1785812329133263,-1.7787290359793113,-2.7094479755620933,0.0,-0.06071957500851452,2.1785812329133263,1.7787290359793113,2.7094479755620933
7.07,0.0607223625834947,0.0,-2.1790949741773775,-1.7788176685628534,-2.7104927429761365,0.0,-0.0607223625834947,2.1790949741773775,1.7788176685628534,2.7104927429761365
7.075,0.06072514153844777,0.0,-2.179607643827688,-1.7789060293764614,-2.7115355769685463,0.0,-0.06072514153844777,2.179607643827688,1.7789060293764614,2.7115355769685463
7.08,0.06072791189963944,0.0,-2.180119243849713,-1.7789941192425185,-2.7125764802768346,0.0,-0.06072791189963944,2.180119243849713,1.7789941192425185,2.7125764802768346
7.085,0.060730673693256625,0.0,-2.1806297762261786,-1.7790819389809547,-2.7136154556379366,0.0,-0.060730673693256625,2.1806297762261786,1.7790819389809547,2.7136154556379366
7.09,0.06073342694540764,0.0,-2.1811392429370824,-1.779169489409254,-2.714652505788193,0.0,-0.06073342694540764,2.1811392429370824,1.779169489409254,2.714652505788193
7.095,0.06073617168212247,0.0,-2.18164764595969,-1.779256771342462,-2.7156876334633364,0.0,-0.06073617168212247,2.18164764595969,1.779256771342462,2.7156876334633364
7.1000000000000005,0.06073890792935298,0.0,-2.1821549872685377,-1.7793437855931926,-2.716720841398472,0.0,-0.06073890792935298,2.1821549872685377,1.7793437855931926,2.716720841398472
7.105,0.060741635712973155,0.0,-2.1826612688354308,-1.7794305329716351,-2.717752132328063,0.0,-0.060741635712973155,2.1826612688354308,1.7794305329716351,2.717752132328063
7.11,0.06074435505877933,0.0,-2.1831664926294434,-1.7795170142855616,-2.7187815089859155,0.0,-0.06074435505877933,2.1831664926294434,1.7795170142855616,2.7187815089859155
7.115,0.060747065992490405,0.0,-2.1836706606169196,-1.779603230340334,-2.719808974105161,0.0,-0.060747065992490405,2.1836706606169196,1.779603230340334,2.719808974105161
7.12,0.06074976853974808,0.0,-2.184173774761471,-1.7796891819389105,-2.7208345304182417,0.0,-0.06074976853974808,2.184173774761471,1.7796891819389105,2.7208345304182417
7.125,0.0607524627261171,0.0,-2.184675837023978,-1.7797748698818536,-2.7218581806568936,0.0,-0.0607524627261171,2.184675837023978,1.7797748698818536,2.7218581806568936
7.13,0.060755148577085444,0.0,-2.1851768493625903,-1.7798602949673366,-2.722879927552132,0.0,-0.060755148577085444,2.1851768493625903,1.7798602949673366,2.722879927552132
7.135,0.06075782611806459,0.0,-2.1856768137327243,-1.7799454579911502,-2.723899773834235,0.0,-0.06075782611806459,2.1856768137327243,1.7799454579911502,2.723899773834235
7.140000000000001,0.060760495374389704,0.0,-2.186175732087066,-1.7800303597467104,-2.7249177222327297,0.0,-0.060760495374389704,2.186175732087066,1.7800303597467104,2.7249177222327297
7.1450000000000005,0.06076315637131991,0.0,-2.1866736063755683,-1.7801150010250648,-2.7259337754763733,0.0,-0.06076315637131991,2.1866736063755683,1.7801150010250648,2.7259337754763733
7.15,0.060765809134038465,0.0,-2.187170438545453,-1.7801993826148994,-2.7269479362931413,0.0,-0.060765809134038465,2.187170438545453,1.7801993826148994,2.7269479362931413
7.155,0.06076845368765302,0.0,-2.1876662305412093,-1.7802835053025463,-2.727960207410211,0.0,-0.06076845368765302,2.1876662305412093,1.7802835053025463,2.727960207410211
7.16,0.06077109005719581,0.0,-2.188160984304595,-1.78036736987199,-2.7289705915539466,0.0,-0.06077109005719581,2.188160984304595,1.78036736987199,2.7289705915539466
7.165,0.060773718267623913,0.0,-2.1886547017746354,-1.780450977104874,-2.7299790914498825,0.0,-0.060773718267623913,2.1886547017746354,1.780450977104874,2.7299790914498825
7.17,0.06077633834381944,0.0,-2.1891473848876237,-1.7805343277805086,-2.730985709822711,0.0,-0.06077633834381944,2.1891473848876237,1.7805343277805086,2.730985709822711
7.175,0.06077895031058977,0.0,-2.1896390355771214,-1.780617422675877,-2.731990449396265,0.0,-0.06077895031058977,2.1896390355771214,1.780617422675877,2.731990449396265
7.18,0.06078155419266777,0.0,-2.190129655773958,-1.7807002625656423,-2.732993312893504,0.0,-0.06078155419266777,2.190129655773958,1.7807002625656423,2.732993312893504
7.1850000000000005,0.06078415001471202,0.0,-2.190619247406232,-1.7807828482221542,-2.733994303036501,0.0,-0.06078415001471202,2.190619247406232,1.7807828482221542,2.733994303036501
7.19,0.060786737801307014,0.0,-2.1911078123993084,-1.7808651804154558,-2.734993422546424,0.0,-0.060786737801307014,2.1911078123993084,1.7808651804154558,2.734993422546424
7.195,0.06078931757696339,0.0,-2.1915953526758223,-1.7809472599132912,-2.7359906741435256,0.0,-0.06078931757696339,2.1915953526758223,1.7809472599132912,2.7359906741435256
7.2,0.06079188936611815,0.0,-2.1920818701556772,-1.7810290874811106,-2.7369860605471255,0.0,-0.06079188936611815,2.1920818701556772,1.7810290874811106,2.7369860605471255
7.205,0.06079445319313488,0.0,-2.192567366756045,-1.7811106638820784,-2.737979584475598,0.0,-0.06079445319313488,2.192567366756045,1.7811106638820784,2.737979584475598
7.21,0.060797009082303954,0.0,-2.1930518443913667,-1.7811919898770794,-2.7389712486463558,0.0,-0.060797009082303954,2.1930518443913667,1.7811919898770794,2.7389712486463558
7.215,0.060799557057842755,0.0,-2.193535304973353,-1.7812730662247254,-2.7399610557758374,0.0,-0.060799557057842755,2.193535304973353,1.7812730662247254,2.7399610557758374
7.22,0.060802097143895895,0.0,-2.1940177504109832,-1.7813538936813622,-2.7409490085794923,0.0,-0.060802097143895895,2.1940177504109832,1.7813538936813622,2.7409490085794923
7.225,0.06080462936453542,0.0,-2.194499182610507,-1.781434473001076,-2.741935109771766,0.0,-0.06080462936453542,2.194499182610507,1.781434473001076,2.741935109771766
7.23,0.06080715374376104,0.0,-2.1949796034754447,-1.7815148049357,-2.742919362066088,0.0,-0.06080715374376104,2.1949796034754447,1.7815148049357,2.742919362066088
7.235,0.06080967030550033,0.0,-2.1954590149065853,-1.7815948902348209,-2.743901768174855,0.0,-0.06080967030550033,2.1954590149065853,1.7815948902348209,2.743901768174855
7.24,0.06081217907360893,0.0,-2.19593741880199,-1.781674729645786,-2.74488233080942,0.0,-0.06081217907360893,2.19593741880199,1.781674729645786,2.74488233080942
7.245,0.060814680071870804,0.0,-2.1964148170569895,-1.7817543239137092,-2.745861052680076,0.0,-0.060814680071870804,2.1964148170569895,1.7817543239137092,2.745861052680076
7.25,0.060817173323998386,0.0,-2.1968912115641874,-1.781833673781478,-2.7468379364960445,0.0,-0.060817173323998386,2.1968912115641874,1.781833673781478,2.7468379364960445
7.255,0.060819658853632844,0.0,-2.197366604213458,-1.7819127799897596,-2.7478129849654596,0.0,-0.060819658853632844,2.197366604213458,1.7819127799897596,2.7478129849654596
7.26,0.06082213668434427,0.0,-2.1978409968919483,-1.781991643277008,-2.7487862007953563,0.0,-0.06082213668434427,2.1978409968919483,1.781991643277008,2.7487862007953563
7.265000000000001,0.06082460683963188,0.0,-2.198314391484078,-1.7820702643794697,-2.749757586691656,0.0,-0.06082460683963188,2.198314391484078,1.7820702643794697,2.749757586691656
7.27,0.060827069342924256,0.0,-2.1987867898715385,-1.782148644031191,-2.7507271453591526,0.0,-0.060827069342924256,2.1987867898715385,1.782148644031191,2.7507271453591526
7.275,0.060829524217579506,0.0,-2.1992581939332965,-1.7822267829640241,-2.7516948795015015,0.0,-0.060829524217579506,2.1992581939332965,1.7822267829640241,2.7516948795015015
7.28,0.06083197148688552,0.0,-2.1997286055455914,-1.7823046819076331,-2.752660791821203,0.0,-0.06083197148688552,2.1997286055455914,1.7823046819076331,2.752660791821203
7.285,0.06083441117406014,0.0,-2.2001980265819374,-1.7823823415895013,-2.7536248850195912,0.0,-0.06083441117406014,2.2001980265819374,1.7823823415895013,2.7536248850195912
7.29,0.0608368433022514,0.0,-2.2006664589131235,-1.7824597627349368,-2.754587161796821,0.0,-0.0608368433022514,2.2006664589131235,1.7824597627349368,2.754587161796821
7.295,0.060839267894537696,0.0,-2.2011339044072145,-1.7825369460670797,-2.7555476248518547,0.0,-0.060839267894537696,2.2011339044072145,1.7825369460670797,2.7555476248518547
7.3,0.06084168497392803,0.0,-2.201600364929551,-1.7826138923069077,-2.7565062768824475,0.0,-0.06084168497392803,2.201600364929551,1.7826138923069077,2.7565062768824475
7.305,0.06084409456336217,0.0,-2.202065842342751,-1.7826906021732427,-2.7574631205851374,0.0,-0.06084409456336217,2.202065842342751,1.7826906021732427,2.7574631205851374
7.31,0.06084649668571091,0.0,-2.202530338506708,-1.7827670763827574,-2.75841815865523,0.0,-0.06084649668571091,2.202530338506708,1.7827670763827574,2.75841815865523
7.315,0.06084889136377622,0.0,-2.202993855278595,-1.7828433156499814,-2.7593713937867874,0.0,-0.06084889136377622,2.202993855278595,1.7828433156499814,2.7593713937867874
7.32,0.06085127862029148,0.0,-2.2034563945128625,-1.7829193206873075,-2.760322828672614,0.0,-0.06085127862029148,2.2034563945128625,1.7829193206873075,2.760322828672614
7.325,0.06085365847792168,0.0,-2.2039179580612407,-1.7829950922049977,-2.761272466004245,0.0,-0.06085365847792168,2.2039179580612407,1.7829950922049977,2.761272466004245
7.33,0.06085603095926361,0.0,-2.2043785477727393,-1.7830706309111903,-2.7622203084719334,0.0,-0.06085603095926361,2.2043785477727393,1.7830706309111903,2.7622203084719334
7.335,0.060858396086846074,0.0,-2.204838165493648,-1.7831459375119052,-2.763166358764638,0.0,-0.060858396086846074,2.204838165493648,1.7831459375119052,2.763166358764638
7.34,0.060860753883130086,0.0,-2.2052968130675388,-1.7832210127110506,-2.764110619570011,0.0,-0.060860753883130086,2.2052968130675388,1.7832210127110506,2.764110619570011
7.345,0.06086310437050906,0.0,-2.2057544923352643,-1.7832958572104292,-2.7650530935743842,0.0,-0.06086310437050906,2.2057544923352643,1.7832958572104292,2.7650530935743842
7.35,0.06086544757130904,0.0,-2.2062112051349603,-1.783370471709744,-2.765993783462759,0.0,-0.06086544757130904,2.2062112051349603,1.783370471709744,2.765993783462759
7.355,0.060867783507788854,0.0,-2.206666953302046,-1.7834448569066053,-2.766932691918793,0.0,-0.060867783507788854,2.206666953302046,1.7834448569066053,2.766932691918793
7.36,0.060870112202140364,0.0,-2.207121738669225,-1.783519013496536,-2.7678698216247875,0.0,-0.060870112202140364,2.207121738669225,1.783519013496536,2.7678698216247875
7.365,0.06087243367648861,0.0,-2.2075755630664844,-1.7835929421729781,-2.7688051752616762,0.0,-0.06087243367648861,2.2075755630664844,1.7835929421729781,2.7688051752616762
7.37,0.06087474795289206,0.0,-2.208028428321099,-1.783666643627299,-2.769738755509014,0.0,-0.06087474795289206,2.208028428321099,1.783666643627299,2.769738755509014
7.375,0.06087705505334276,0.0,-2.2084803362576295,-1.783740118548797,-2.770670565044963,0.0,-0.06087705505334276,2.2084803362576295,1.783740118548797,2.770670565044963
7.38,0.06087935499976657,0.0,-2.208931288697923,-1.7838133676247083,-2.771600606546282,0.0,-0.06087935499976657,2.208931288697923,1.7838133676247083,2.771600606546282
7.385,0.06088164781402333,0.0,-2.2093812874611163,-1.7838863915402121,-2.7725288826883157,0.0,-0.06088164781402333,2.2093812874611163,1.7838863915402121,2.7725288826883157
7.390000000000001,0.06088393351790708,0.0,-2.209830334363634,-1.7839591909784374,-2.773455396144981,0.0,-0.06088393351790708,2.209830334363634,1.7839591909784374,2.773455396144981
7.395,0.06088621213314622,0.0,-2.210278431219191,-1.7840317666204684,-2.7743801495887563,0.0,-0.06088621213314622,2.210278431219191,1.7840317666204684,2.7743801495887563
7.4,0.060888483681403746,0.0,-2.210725579838795,-1.7841041191453513,-2.7753031456906707,0.0,-0.060888483681403746,2.210725579838795,1.7841041191453513,2.7753031456906707
7.405,0.060890748184277414,0.0,-2.211171782030742,-1.7841762492300994,-2.776224387120291,0.0,-0.060890748184277414,2.211171782030742,1.7841762492300994,2.776224387120291
7.41,0.06089300566329994,0.0,-2.211617039600624,-1.7842481575497,-2.7771438765457117,0.0,-0.06089300566329994,2.211617039600624,1.7842481575497,2.7771438765457117
7.415,0.06089525613993921,0.0,-2.2120613543513254,-1.7843198447771194,-2.7780616166335426,0.0,-0.06089525613993921,2.2120613543513254,1.7843198447771194,2.7780616166335426
7.42,0.060897499635598436,0.0,-2.212504728083025,-1.7843913115833092,-2.7789776100488983,0.0,-0.060897499635598436,2.212504728083025,1.7843913115833092,2.7789776100488983
7.425,0.06089973617161638,0.0,-2.212947162593198,-1.7844625586372131,-2.779891859455387,0.0,-0.06089973617161638,2.212947162593198,1.7844625586372131,2.779891859455387
7.43,0.06090196576926752,0.0,-2.2133886596766157,-1.7845335866057717,-2.7808043675150986,0.0,-0.06090196576926752,2.2133886596766157,1.7845335866057717,2.7808043675150986
7.435,0.060904188449762274,0.0,-2.213829221125348,-1.7846043961539282,-2.7817151368885944,0.0,-0.060904188449762274,2.213829221125348,1.7846043961539282,2.7817151368885944
7.44,0.06090640423424715,0.0,-2.2142688487287625,-1.7846749879446357,-2.782624170234896,0.0,-0.06090640423424715,2.2142688487287625,1.7846749879446357,2.782624170234896
7.445,0.06090861314380495,0.0,-2.2147075442735273,-1.7847453626388619,-2.7835314702114737,0.0,-0.06090861314380495,2.2147075442735273,1.7847453626388619,2.7835314702114737
7.45,0.06091081519945498,0.0,-2.2151453095436113,-1.7848155208955951,-2.7844370394742364,0.0,-0.06091081519945498,2.2151453095436113,1.7848155208955951,2.7844370394742364
7.455,0.06091301042215321,0.0,-2.2155821463202847,-1.7848854633718503,-2.785340880677521,0.0,-0.06091301042215321,2.2155821463202847,1.7848854633718503,2.785340880677521
7.46,0.06091519883279247,0.0,-2.2160180563821217,-1.7849551907226748,-2.7862429964740802,0.0,-0.06091519883279247,2.2160180563821217,1.7849551907226748,2.7862429964740802
7.465,0.06091738045220264,0.0,-2.2164530415050003,-1.7850247036011542,-2.787143389515074,0.0,-0.06091738045220264,2.2164530415050003,1.7850247036011542,2.787143389515074
7.47,0.06091955530115082,0.0,-2.216887103462104,-1.7850940026584179,-2.788042062450057,0.0,-0.06091955530115082,2.216887103462104,1.7850940026584179,2.788042062450057
7.475,0.06092172340034156,0.0,-2.2173202440239224,-1.7851630885436451,-2.7889390179269693,0.0,-0.06092172340034156,2.2173202440239224,1.7851630885436451,2.7889390179269693
